Brand,Phone_Model,Name,Price,Original_Price,Discount,Rating,RAM_GB,ROM_GB,Processor,Display_Size_inch,Display_Type,Battery_mAh,Processor,Warranty_Years,Specs,Price_Tier
Realme,realme C55,"realme C55 (Rainy Night, 64 GB)",8499,13932.79,39,4.3,6.0,64.0,Helio G88 Processor,6.72,Full HD+,5000.0,Helio G88 Processor,1.0,6 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.07 cm (6.72 inch) Full HD+ Display; 64MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Helio G88 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Redmi,REDMI A3,"REDMI A3 (Olive Green, 64 GB)",6988,9982.86,30,4.1,3.0,64.0,Mediatek Helio G36 Processor,6.71,HD+,5000.0,Mediatek Helio G36 Processor,1.0,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Helio G36 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Itel,itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support,"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Meadow Green, 32 GB)",5489,6776.54,19,4.1,2.0,32.0,Unisoc SC9863A1 Processor,6.6,HD+,4000.0,Unisoc SC9863A1 Processor,1.0,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB; 16.76 cm (6.6 inch) HD+ Display; 5MP + 0.3MP | 2MP Front Camera; 4000 mAh Battery; Unisoc SC9863A1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Samsung,Samsung Galaxy A35 5G,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,33960.38,47,4.4,8.0,128.0,Samsung Exynos 1380 Processor,6.6,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Realme,realme P3 Ultra 5G,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,31744.44,37,4.4,8.0,128.0,Dimensity 8350 Ultra Processor,6.83,Full HD+,6000.0,Dimensity 8350 Ultra Processor,1.0,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Realme,realme P1 Pro 5G,"realme P1 Pro 5G (Parrot Blue, 256 GB)",17999,26864.18,33,4.4,12.0,256.0,6 Gen 1 Processor,6.7,Full HD+,5000.0,6 Gen 1 Processor,1.0,12 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP | 16MP Front Camera; 5000 mAh Battery; 6 Gen 1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Redmi,REDMI 14C 5G,"REDMI 14C 5G (Stargaze Black, 128 GB)",9999,13887.5,28,4.2,4.0,128.0,4 Gen 2 5G Processor,6.88,HD+,5160.0,4 Gen 2 5G Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Realme,realme C67 5G,"realme C67 5G (Dark Purple, 128 GB)",14999,17855.95,16,4.3,6.0,128.0,Dimensity 6100+ Processor,6.72,Full HD+,5000.0,Dimensity 6100+ Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.07 cm (6.72 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Dimensity 6100+ Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Realme,realme 12 Pro 5G,"realme 12 Pro 5G (Submarine Blue, 256 GB)",20999,31816.67,34,4.4,8.0,256.0,Snapdragon 6 Gen 1 Processor,6.7,Full HD+,5000.0,Snapdragon 6 Gen 1 Processor,1.0,8 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP + 32MP | 16MP Front Camera; 5000 mAh Battery; Snapdragon 6 Gen 1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Google,Google Pixel 7a,"Google Pixel 7a (Charcoal, 128 GB)",27999,43748.44,36,4.2,8.0,128.0,Tensor G2 Processor,6.1,Full HD+,4300.0,Tensor G2 Processor,1.0,8 GB RAM | 128 GB ROM; 15.49 cm (6.1 inch) Full HD+ Display; 64MP (OIS) + 13MP | 13MP Front Camera; 4300 mAh Battery; Tensor G2 Processor; 1 Year Domestic Warranty,Mid Range
Motorola,Motorola G40 Fusion,"Motorola G40 Fusion (Dynamic Gray, 128 GB)",11925,19875.0,40,4.2,6.0,128.0,Qualcomm Snapdragon 732G Processor,6.78,Full HD+,6000.0,Qualcomm Snapdragon 732G Processor,1.0,6 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 64MP + 8MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Qualcomm Snapdragon 732G Processor; 120Hz Refresh Rate; Stock Android Experience; 1 Year on Handset and 6 Months on Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",31999,36780.46,13,4.5,12.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,12 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Realme,realme 12 Pro 5G,"realme 12 Pro 5G (Submarine Blue, 128 GB)",19999,29849.25,33,4.4,8.0,128.0,Snapdragon 6 Gen 1 Processor,6.7,Full HD+,5000.0,Snapdragon 6 Gen 1 Processor,1.0,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP + 32MP | 16MP Front Camera; 5000 mAh Battery; Snapdragon 6 Gen 1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Realme,realme P3 Lite 5G Charger in the Box,"realme P3 Lite 5G Charger in the Box (Purple Blossom, 128 GB)",10499,13998.67,25,4.5,6.0,128.0,Dimensity 6300 Processor,6.67,Full HD+,6000.0,Dimensity 6300 Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) Display; 32MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Motorola,Motorola e32,"Motorola e32 (Eco Black, 64 GB)",6990,11847.46,41,3.9,4.0,64.0,Mediatek Helio G37 Processor,6.5,HD+,5000.0,Mediatek Helio G37 Processor,1.0,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.51 cm (6.5 inch) HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Mediatek Helio G37 Processor; 1 Year on Handset and 6 Months on Accessories,Budget
Samsung,Samsung Galaxy A06 5G,"Samsung Galaxy A06 5G (Light Green, 64 GB)",9640,13971.01,31,4.1,4.0,64.0,Dimensity 6300 Processor,6.7,HD+,5000.0,Dimensity 6300 Processor,1.0,4 GB RAM | 64 GB ROM; 17.02 cm (6.7 inch) HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Li-ion Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Budget
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Google,Google Pixel 9 Pro,"Google Pixel 9 Pro (Obsidian, 256 GB)",109999,109999.0,0,4.5,16.0,256.0,G4 Tensor Chip Processor,6.3,Full HD+,4700.0,G4 Tensor Chip Processor,1.0,16 GB RAM | 256 GB ROM; 16.0 cm (6.3 inch) Display; 50MP + 48MP + 48MP | 42MP Front Camera; 4700 mAh Battery; G4 Tensor Chip Processor; 1 Year Domestic Warranty,High Range
Realme,realme P3 5G,"realme P3 5G (Space Silver, 128 GB)",16999,20986.42,19,4.4,8.0,128.0,6 Gen 4 Processor,6.67,Full HD+,6000.0,6 Gen 4 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 6 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy A35 5G,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,33960.38,47,4.4,8.0,128.0,Samsung Exynos 1380 Processor,6.6,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Oneplus,OnePlus Nord CE5 5G,"OnePlus Nord CE5 5G (Black Infinity, 256 GB)",26260,26795.92,2,4.5,8.0,256.0,Not Specified,6.77,Full HD+,7100.0,Not Specified,1.0,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 7100 mAh Battery; 1 Year Warranty,Mid Range
Redmi,REDMI 12,"REDMI 12 (Pastel Blue, 128 GB)",9499,14842.19,36,4.3,4.0,128.0,Helio G88 Processor,6.79,Full HD+,5000.0,Helio G88 Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 50MP + 8MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Helio G88 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,Budget
Redmi,Xiaomi 14 CIVI,"Xiaomi 14 CIVI (Cruise Blue, 512 GB)",35999,59998.33,40,4.3,12.0,512.0,8s Gen 3 Mobile Platform Processor,6.55,HD+,4700.0,8s Gen 3 Mobile Platform Processor,1.0,12 GB RAM | 512 GB ROM; 16.64 cm (6.55 inch) Display; 50MP Rear Camera | 32MP + 32MP Dual Front Camera; 4700 mAh Battery; 8s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid Range
Poco,POCO X6 Neo 5G,"POCO X6 Neo 5G (Astral Black, 256 GB)",17999,21950.0,18,4.2,12.0,256.0,Dimensity 6080 Processor,6.67,Full HD+,5000.0,Dimensity 6080 Processor,1.0,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Full HD+ Display; 108MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 6080 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid Range
Realme,realme P3 Ultra 5G,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,31744.44,37,4.4,8.0,128.0,Dimensity 8350 Ultra Processor,6.83,Full HD+,6000.0,Dimensity 8350 Ultra Processor,1.0,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Vivo,vivo X90,"vivo X90 (Breeze Blue, 256 GB)",54990,61786.52,11,4.4,8.0,256.0,Dimensity 9200 Processor,6.78,Full HD+,4810.0,Dimensity 9200 Processor,1.0,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 50MP + 12MP + 12MP | 32MP Front Camera; 4810 mAh Battery; Dimensity 9200 Processor; 1 Year Handset and 6 Months Accessories,High Range
Realme,realme C25s,"realme C25s (Watery Blue, 128 GB)",9999,11903.57,16,4.4,4.0,128.0,MediaTek Helio G85 Processor,6.5,HD+,6000.0,MediaTek Helio G85 Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB; 16.51 cm (6.5 inch) HD+ Display; 13MP + 2MP + 2MP | 8MP Front Camera; 6000 mAh Battery; MediaTek Helio G85 Processor; 1 Year Warranty for Mobile and 6 Months for Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (White, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,34882.56,14,4.5,8.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Samsung,Samsung Galaxy M04,"Samsung Galaxy M04 (Dark Blue, 128 GB)",8295,13379.03,38,4.1,4.0,128.0,MediaTek Helio P35 Processor,6.5,HD+,5000.0,MediaTek Helio P35 Processor,0.0,4 GB RAM | 128 GB ROM; 16.51 cm (6.5 inch) HD+ Display; 13MP + 5MP | 13MP Dual Front Camera; 5000 mAh Battery; MediaTek Helio P35 Processor; 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,Budget
Redmi,REDMI 12 5G,"REDMI 12 5G (Moonstone Silver, 128 GB)",10971,15900.0,31,4.3,4.0,128.0,Snapdragon 4 Gen 2 Processor,6.79,Full HD+,5000.0,Snapdragon 4 Gen 2 Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Snapdragon 4 Gen 2 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Lava,LAVA A97 4G with VoLTE,"LAVA A97 4G with VoLTE (Black Grey, 8 GB)",5949,5949.0,0,3.6,1.0,8.0,Spreadtrum SC9832A Quad Core 1.3GHz Processor,5.0,Full HD+,2350.0,Spreadtrum SC9832A Quad Core 1.3GHz Processor,2.0,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB; 12.7 cm (5 inch) FWVGA Display; 5MP Rear Camera | 5MP Front Camera; 2350 mAh Li-Ion Battery; Spreadtrum SC9832A Quad Core 1.3GHz Processor; Brand Warranty of 2 Year Available for Mobile and 6 Months for Accessories T &C,Budget
Sia,SIAVANTAGE Pro 4,"SIAVANTAGE Pro 4 (Black, 16 GB)",4997,6940.28,28,3.0,2.0,16.0,Not Specified,3.0,Unknown,2000.0,Not Specified,0.0,2 GB RAM | 16 GB ROM; 7.62 cm (3 inch) Display; 5MP Rear Camera; 2000 mAh Battery; 3 Months Domestic Warranty,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Apple,Apple iPhone 14,"Apple iPhone 14 (Purple, 512 GB)",89900,89900.0,0,4.6,8.0,512.0,"A15 Bionic Chip, 6 Core Processor",6.1,Super Retina,5000.0,"A15 Bionic Chip, 6 Core Processor",0.0,"512 GB ROM; 15.49 cm (6.1 inch) Super Retina XDR Display; 12MP + 12MP | 12MP Front Camera; A15 Bionic Chip, 6 Core Processor Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories.",High Range
Samsung,Samsung Galaxy S23 FE,"Samsung Galaxy S23 FE (Cream, 256 GB)",37999,84442.22,55,4.4,8.0,256.0,Samsung Exynos 2200 Processor,6.4,Full HD+,4500.0,Samsung Exynos 2200 Processor,1.0,8 GB RAM | 256 GB ROM; 16.26 cm (6.4 inch) Full HD+ Display; 50MP + 12MP | 10MP Front Camera; 4500 mAh Battery; Samsung Exynos 2200 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Realme,realme 8i,"realme 8i (Space Purple, 64 GB)",11499,15970.83,28,4.5,4.0,64.0,MediaTek Helio G96 Processor,6.6,Full HD+,5000.0,MediaTek Helio G96 Processor,1.0,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP + 2MP | 16MP Front Camera; 5000 mAh Battery; MediaTek Helio G96 Processor; 1 Year Warranty for Mobile and 6 Months for Accessories,Budget
Samsung,Samsung Galaxy A35 5G,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,33960.38,47,4.4,8.0,128.0,Samsung Exynos 1380 Processor,6.6,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Realme,realme P3 Ultra 5G,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",19999,31744.44,37,4.4,8.0,128.0,Dimensity 8350 Ultra Processor,6.83,Full HD+,6000.0,Dimensity 8350 Ultra Processor,1.0,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 8MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 8350 Ultra Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Oppo,OPPO F29 Pro 5G,"OPPO F29 Pro 5G (Marble White, 128 GB)",23999,32875.34,27,4.4,8.0,128.0,Dimensity 7300 Processor,6.7,Full HD+,6000.0,Dimensity 7300 Processor,1.0,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 7300 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid Range
Nokia,Nokia C31,"Nokia C31 (Mint, 32 GB)",11499,11978.12,4,3.6,3.0,32.0,Not Specified,6.745,Unknown,5050.0,Not Specified,0.0,3 GB RAM | 32 GB ROM; 17.13 cm (6.745 inch) Display; 13MP Rear Camera; 5050 mAh Battery; No Warranty on this Product,Budget
Itel,itel P55,"itel P55 (MOONLIT BLACK, 128 GB)",8890,8890.0,0,3.9,4.0,128.0,Not Specified,6.6,HD+,5000.0,Not Specified,1.0,4 GB RAM | 128 GB ROM; 16.76 cm (6.6 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty,Budget
Lava,LAVA O2,"LAVA O2 (Majestic Purple, 128 GB)",7999,9998.75,20,4.2,8.0,128.0,Not Specified,6.5,Full HD+,5000.0,Not Specified,1.0,8 GB RAM | 128 GB ROM; 16.51 cm (6.5 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
